Year;Country;Code;Item;ExportWeight_InTons;ExportValue_EUROs;ExportValue_inUSD;ImportWeight_InTons;ImportValue_inEUROs;ImportValue_inUSD
2021;Schweiz;WA89;Wasserfahrzeuge;86171,6;123471;144858;1834,5;15727;18580
2021;Schweiz;WA90;Optische, photografische usw. Erzeugnisse;15369,0;2556747;3022534;19308,7;3484447;4123074
2021;Schweiz;WA98;Vollständige Fabrikationsanlagen;0;0;0;0;0;0
2021;Vereinigte Staaten von Amerika;WA27;Mineralische Brennstoffe usw.;158753,9;196788;230730;17761859,9;5806461;6849237
2021;Vereinigte Staaten von Amerika;WA28;Anorganische chemische Erzeugnisse;369942,4;1004831;1184663;97264,6;614971;728465
2021;Vereinigte Staaten von Amerika;WA29;Organische chemische Erzeugnisse;552476,7;2652900;3136781;811844,9;2123582;2512345
2021;Vereinigte Staaten von Amerika;WA30;Pharmazeutische Erzeugnisse;31776,1;17227405;20357192;18752,2;8711788;10314602
2021;Vereinigte Staaten von Amerika;WA31;Düngemittel;215319,9;67401;79949;925,6;1835;2171
2021;Vereinigte Staaten von Amerika;WA33;Etherische Öle, Riech-, Schönheitsmittel;27117,0;420432;496713;30874,5;469875;554629
2021;Vereinigte Staaten von Amerika;WA36;Sprengstoffe, pyrotechnische Artikel usw.;1360,9;76222;90240;782,7;11090;13087
2021;Vereinigte Staaten von Amerika;WA37;Photochemische Erzeugnisse;11289,4;164752;194712;4132,0;119208;141016
2021;Vereinigte Staaten von Amerika;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;343911,5;2128977;2515873;122404,9;2306458;2725611
2021;Vereinigte Staaten von Amerika;WA72;Eisen und Stahl;648417,8;825012;974369;79058,6;110967;131547
2021;Vereinigte Staaten von Amerika;WA73;Waren aus Eisen oder Stahl;326990,9;1731315;2044945;25947,1;510321;603005
2021;Vereinigte Staaten von Amerika;WA83;Verschiedene Waren aus unedlen Metallen;42645,9;526938;623388;4096,0;90081;106461
2021;Vereinigte Staaten von Amerika;WA84;Maschinen, Apparate, mechanische Geräte;1016801,8;24783969;29297459;165845,3;11926816;14098462
2021;Vereinigte Staaten von Amerika;WA85;Elektrotechnische Erzeugnisse;240847,5;11228179;13277905;57935,7;5945853;7022027
2021;Vereinigte Staaten von Amerika;WA86;Schienenfahrzeuge;4814,1;90222;105806;2947,2;17921;21202
2021;Vereinigte Staaten von Amerika;WA87;Kraftfahrzeuge, Landfahrzeuge;1303051,0;23577362;27820916;538779,8;7493198;8857203
2021;Vereinigte Staaten von Amerika;WA88;Luftfahrzeuge, Raumfahrzeuge;2844,6;1520445;1810151;5624,6;2873902;3399200
2021;Vereinigte Staaten von Amerika;WA89;Wasserfahrzeuge;65505,6;937936;1133921;24993,8;75709;89722
2021;Vereinigte Staaten von Amerika;WA90;Optische, photografische usw. Erzeugnisse;42215,5;9852200;11640227;31322,4;8059920;9532832
2021;Vereinigte Staaten von Amerika;WA98;Vollständige Fabrikationsanlagen;2797,8;65596;77455;0;0;0
2021;China;WA27;Mineralische Brennstoffe usw.;116811,2;248347;293909;206069,6;103981;120995
2021;China;WA28;Anorganische chemische Erzeugnisse;191929,2;1370241;1616554;225941,6;387294;456039
2021;China;WA29;Organische chemische Erzeugnisse;266652,3;1171562;1384900;574074,1;3064582;3618972
2021;China;WA30;Pharmazeutische Erzeugnisse;16187,9;4300379;5090883;56469,5;2430674;2875517
2021;China;WA31;Düngemittel;34884,4;24849;29352;1394,0;2385;2828
2021;China;WA33;Etherische Öle, Riech-, Schönheitsmittel;12154,4;311270;367496;18040,4;196540;231514
2021;China;WA36;Sprengstoffe, pyrotechnische Artikel usw.;59,9;5461;6446;7396,1;28214;32954
2021;China;WA37;Photochemische Erzeugnisse;871,7;19123;22593;2298,8;51060;60345
2021;China;WA38;Verschiedene Erzeugnisse der Chemischen Industrie;185198,5;1316460;1556553;117590,7;2004474;2371455
2021;China;WA72;Eisen und Stahl;495215,0;760687;900787;266592,9;389536;459131
2021;China;WA73;Waren aus Eisen oder Stahl;188301,6;1546665;1831854;981954,4;3328910;3929013
2021;China;WA83;Verschiedene Waren aus unedlen Metallen;47646,9;639623;757841;185551,5;1114199;1316105
2021;China;WA84;Maschinen, Apparate, mechanische Geräte;725087,4;21017464;24868650;1996481,0;34284356;40501013
2021;China;WA85;Elektrotechnische Erzeugnisse;232566,8;17787787;21043170;1770353,1;43114151;50837374
2021;China;WA86;Schienenfahrzeuge;27758,7;155350;183829;115442,0;193531;228385
2021;China;WA87;Kraftfahrzeuge, Landfahrzeuge;1187697,4;26671184;31567845;588067,6;4024440;4754502
2021;China;WA88;Luftfahrzeuge, Raumfahrzeuge;3474,4;3896562;4592479;434,6;93878;110141
2021;China;WA89;Wasserfahrzeuge;169889,3;210001;252727;293818,6;574828;677396
2021;China;WA90;Optische, photografische usw. Erzeugnisse;50941,1;9402137;11119249;131937,8;4677160;5525594
2021;China;WA98;Vollständige Fabrikationsanlagen;2995,7;97336;115739;0;0;0
